gols,observado_%,poisson_%
0,23.563218390804597,30.54616834151617
1,38.122605363984675,33.80696663094809
2,24.32950191570881,20.844039662305704
3,10.727969348659004,9.512448438068096
4,2.681992337164751,3.597955264253082
5,0.5747126436781609,1.195823268527632
